filename,label.risk_level,label.risk_category,uav.mass_kg,uav.max_speed_mps,uav.battery_model.hover_power_W,environment.weather.wind_mps,environment.weather.gust_mps,environment.gnss_jam_dbm,daa.sep_threshold_m,daa.ttc_threshold_s,airspace.altitude_agl_max_m,uav.type,mission.type,mission.pattern,environment.weather.visibility,environment.gnss_multipath,is_missing__environment.gnss_multipath,comms.uplink_ok,is_missing__comms.uplink_ok,comms.downlink_ok,is_missing__comms.downlink_ok,environment.em_interference,is_missing__environment.em_interference,mission.runway_required,is_missing__mission.runway_required,has_lidar,is_missing__has_lidar,has_radar,is_missing__has_radar,has_gnss,is_missing__has_gnss,has_imu,is_missing__has_imu,has_camera_rgb,is_missing__has_camera_rgb,has_camera_thermal,is_missing__has_camera_thermal,feat_mission_dist_m,feat_mission_climb_m,feat_mission_tortuosity,feat_obstacle_count,feat_obstacle_avg_speed,feat_airspace_area_m2,feat_obstacle_density_per_km2,feat_weather_score,feat_power_to_weight,dq_core_present_pct,dq_weather_present,dq_uav_present,dq_mission_present,dq_comms_present,dq_sensors_present_pct
Airport_Perimeter_Border_Patrol_in_Low_Visibility_bae81c872382.json,3.0,High Risk,12.5,32.0,1250.1,8.5,4.0,-85.0,50.0,30.0,300.0,fixed_wing,survey,corridor,poor,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2600.0,0.0,270.0,1,5.0,800000.0,1.25,3,100.008,1.0,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Border_Patrol_with_Convertiplane_b8cf7ba2336a.json,3.0,High Risk,12.5,35.0,600.0,8.0,4.0,-75.0,50.0,30.0,300.0,convertiplane,border_patrol,corridor,poor,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,2800.29,20.0,269.99,1,2.23606797749979,800000.0,1.25,6,48.0,1.0,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Border_Patrol_with_Convertiplane_in_Fog_94e8630ecd98.json,3.0,High Risk,18.5,45.0,1125.4,6.5,3.2,-85.0,25.0,20.0,120.0,convertiplane,border_patrol,corridor,poor,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,780.0,0.0,270.0,1,2.0,75000.0,13.333333333333334,5,60.83243243243244,1.0,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Border_Patrol_with_Glider_UAV_4dc2848d54e5.json,3.0,High Risk,5.2,22.0,335.4,8.0,4.0,,25.0,30.0,120.0,glider,survey,corridor,good,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1400.0,0.0,270.0,1,2.0,300000.0,3.3333333333333335,1,64.5,0.75,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Border_Patrol_with_Quadrotor_be09ab24a57a.json,2.0,Medium Risk,2.5,15.0,80.0,5.0,3.0,,25.0,15.0,120.0,quadrotor,border_patrol,corridor,good,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,640.0,0.0,270.0,1,0.5,60000.0,16.666666666666668,0,32.0,0.75,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Border_Patrol_with_Swarm_Drones_in_Hail_51df3a50df00.json,3.0,High Risk,2.5,15.0,89.2,8.0,4.0,,25.0,30.0,120.0,swarm_drone,border_patrol,corridor,poor,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,660.0,0.0,270.0,1,2.0,60000.0,16.666666666666668,3,35.68,0.75,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Border_Patrol_with_Thermal_Updrafts_3d0136c69cda.json,2.0,Medium Risk,2.8,18.0,160.0,6.5,3.2,,25.0,15.0,120.0,hexacopter,survey,corridor,good,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,3400.0,0.0,270.0,1,2.0,1500000.0,0.6666666666666667,1,57.142857142857146,0.75,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Border_Patrol_with_Thermal_Updrafts_ba08516c5084.json,3.0,High Risk,2.5,15.0,120.0,6.0,3.0,-85.0,25.0,15.0,120.0,quadrotor,border_patrol,corridor,good,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,605.96,40.0,268.88,1,2.0,60000.0,16.666666666666668,1,48.0,1.0,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Border_Patrol_with_VTOL_Tiltrotor_1d2beca300b2.json,3.0,High Risk,12.5,35.0,800.0,6.5,3.2,-85.0,25.0,30.0,120.0,vtol_tiltrotor,survey,corridor,poor,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,2000.0,0.0,270.0,1,1.0,800000.0,1.25,6,64.0,1.0,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Facade_Inspection_with_Convertiplane_Under_Lightning_R_61286d714063.json,3.0,High Risk,8.5,35.0,452.5,6.2,3.8,,25.0,15.0,120.0,convertiplane,inspection,corridor,good,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1001.87,30.0,269.79,1,2.0,120000.0,8.333333333333334,1,53.23529411764706,0.75,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Lightning_Survey_9757be41f5eb.json,3.0,High Risk,2.5,15.0,120.0,6.0,3.5,,25.0,15.0,120.0,quadrotor,survey,grid,good,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1000.0,0.0,270.0,1,2.0,200000.0,5.0,1,48.0,0.75,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Package_Delivery_in_Low_Visibility_31c399daa8b4.json,3.0,High Risk,12.5,18.0,800.0,8.0,4.0,-75.0,25.0,15.0,120.0,octocopter,package_delivery,corridor,poor,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,505.62,20.0,211.18,1,1.0,60000.0,16.666666666666668,3,64.0,1.0,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Package_Delivery_in_Rain_2d88dd632d5e.json,3.0,High Risk,2.5,15.0,120.0,6.0,3.5,,25.0,15.0,120.0,quadrotor,package_delivery,corridor,poor,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,381.13,5.0,84.33,1,1.118033988749895,90000.0,11.111111111111112,5,48.0,0.75,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Package_Delivery_with_Gusts_f38036a19fa2.json,2.0,Medium Risk,2.5,15.0,80.0,8.0,4.5,,25.0,15.0,120.0,quadrotor,package_delivery,corridor,good,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,195.88,10.0,67.58,1,2.0,40000.0,25.0,0,32.0,0.75,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Package_Delivery_with_Octocopter_in_Strong_Crosswind_3811b9440e02.json,3.0,High Risk,8.5,18.0,600.0,8.5,4.2,-95.0,25.0,15.0,120.0,octocopter,delivery,corridor,good,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,322.57,20.0,66.53,1,1.5,60000.0,16.666666666666668,0,70.58823529411765,1.0,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Recon_with_Convertiplane_in_Cold_Weather_54597031c52c.json,3.0,High Risk,25.0,35.0,1863.5,8.0,4.0,-85.0,50.0,30.0,300.0,convertiplane,mapping,corridor,good,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,2600.0,0.0,270.0,1,3.0,800000.0,1.25,2,74.54,1.0,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Recon_with_Convertiplane_in_Icing_7d015fe735a7.json,3.0,High Risk,18.5,35.0,850.0,6.5,3.8,,50.0,30.0,150.0,convertiplane,area_recon_fixedwing,corridor,good,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,482.02,40.0,42.48,1,2.0,200000.0,5.0,1,45.945945945945944,0.75,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Recon_with_Dust_Conditions_6ca1a8fd21d4.json,3.0,High Risk,2.5,15.0,120.0,6.0,3.5,,25.0,15.0,120.0,quadrotor,survey,grid,poor,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1600.0,0.0,270.0,1,2.0,480000.0,2.0833333333333335,3,48.0,0.75,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Recon_with_Glider_f2fc6feb7a97.json,3.0,High Risk,5.2,22.0,335.4,8.0,4.5,-95.0,25.0,15.0,150.0,glider,area_recon_fixedwing,corridor,good,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2500.9,30.0,306.79,1,3.0,960000.0,1.0416666666666667,0,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Recon_with_Glider_in_Cold_Weather_80f987235cdc.json,3.0,High Risk,5.2,22.0,335.4,8.0,4.0,-95.0,25.0,30.0,150.0,glider,area_recon_fixedwing,grid,good,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,5400.34,40.0,270.02,1,3.0,3000000.0,0.33333333333333337,1,64.5,1.0,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Recon_with_Icing_Conditions_36a9a5e32331.json,3.0,High Risk,8.5,22.0,369.4,6.5,3.2,,25.0,15.0,120.0,octocopter,area_recon_fixedwing,corridor,poor,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1350.45,0.0,322.99,1,1.118033988749895,200000.0,5.0,3,43.45882352941176,0.75,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Recon_with_Lightning_Risk_5fcfc5e3b850.json,3.0,High Risk,12.5,35.0,1250.1,8.0,4.0,,50.0,30.0,150.0,fixed_wing,survey,corridor,good,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1600.0,0.0,270.0,1,5.0,480000.0,2.0833333333333335,1,100.008,0.75,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Recon_with_Octocopter_in_Cold_Weather_6228b1bda41c.json,2.0,Medium Risk,2.8,18.0,140.0,7.5,4.0,,25.0,10.0,150.0,octocopter,area_recon_fixedwing,grid,good,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1000.0,0.0,270.0,1,2.0,120000.0,8.333333333333334,1,50.0,0.75,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Recon_with_Quadrotor_in_Strong_Crosswind_2628ef58c2fd.json,2.0,Medium Risk,2.5,18.0,120.0,8.5,4.5,,25.0,15.0,120.0,quadrotor,area_recon_fixedwing,corridor,good,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2000.0,0.0,270.0,1,5.0,480000.0,2.0833333333333335,0,48.0,0.75,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Recon_with_Snowfall_66f84defd900.json,3.0,High Risk,2.5,15.0,120.0,6.5,3.2,,25.0,15.0,120.0,quadrotor,survey,corridor,poor,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,423.98,20.0,170.94,1,2.0,60000.0,16.666666666666668,3,48.0,0.75,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Recon_with_Snowfall_9811438a7a1a.json,3.0,High Risk,2.5,15.0,120.0,6.0,3.5,,25.0,15.0,120.0,quadrotor,survey,grid,poor,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,500.0,0.0,180.0,1,2.0,120000.0,8.333333333333334,3,48.0,0.75,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Recon_with_Swarm_Drones_in_Fog_cf1266f969d2.json,3.0,High Risk,2.5,18.0,89.2,6.5,3.2,-85.0,25.0,15.0,120.0,swarm_drone,area_recon_fixedwing,grid,poor,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,941.77,0.0,314.86,1,2.0,120000.0,8.333333333333334,5,35.68,1.0,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Recon_with_VTOL_Tiltrotor_in_Low_Visibility_8eb302c4e43b.json,3.0,High Risk,18.5,35.0,1800.0,6.0,3.5,-75.0,50.0,30.0,200.0,vtol_tiltrotor,area_recon_fixedwing,grid,poor,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2200.8,20.0,270.0,1,2.23606797749979,800000.0,1.25,3,97.29729729729729,1.0,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Reconnaissance_with_Octocopter_89be3f3bdbc4.json,2.0,Medium Risk,3.8,18.0,180.0,6.0,3.0,,25.0,15.0,120.0,octocopter,survey,corridor,good,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,702.49,25.0,180.0,1,2.0,120000.0,8.333333333333334,0,47.36842105263158,0.75,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Search_and_Rescue_in_Fog_2533e3bb0905.json,3.0,High Risk,12.5,35.0,658.8,6.0,3.0,-85.0,25.0,15.0,120.0,convertiplane,search_rescue,corridor,poor,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,503.95,20.0,169.43,1,1.5,120000.0,8.333333333333334,5,52.70399999999999,1.0,1.0,1.0,1.0,1.0,1.0
Airport_Perimeter_Thermal_Survey_with_Octocopter_564b793c25c0.json,3.0,High Risk,12.5,22.0,800.0,6.5,3.2,-95.0,25.0,15.0,120.0,octocopter,survey,corridor,good,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,688.91,30.0,438.93,1,2.0,60000.0,16.666666666666668,1,64.0,1.0,1.0,1.0,1.0,1.0,1.0
AmphibiousGliderThermalSoar_PowerlineCorridor_67efb71fce81.json,3.0,High Risk,12.5,28.0,658.8,8.5,4.2,-75.0,25.0,15.0,120.0,amphibious_uav,inspection,corridor,good,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1871.82,20.0,81.9,1,2.5,3000000.0,0.33333333333333337,1,52.70399999999999,1.0,1.0,1.0,1.0,1.0,1.0
AmphibiousGliderThermalSoar_SnowyMountains_2cf1d7bbae73.json,3.0,High Risk,12.5,28.0,658.8,8.5,4.0,-95.0,50.0,30.0,800.0,amphibious_uav,survey,corridor,poor,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,2708.38,200.0,175.86,1,1.8027756377319946,3400000.0,0.2941176470588235,4,52.70399999999999,1.0,1.0,1.0,1.0,1.0,1.0
AmphibiousGliderThermalSoaring_DenseUrban_Cold_3f4e37ee7367.json,3.0,High Risk,12.5,22.0,658.8,8.5,4.2,-95.0,25.0,15.0,150.0,amphibious_uav,search_rescue,corridor,good,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,887.54,40.0,231.38,1,1.0,250000.0,4.0,1,52.70399999999999,1.0,1.0,1.0,1.0,1.0,1.0
AmphibiousGliderThermalSoaring_Jungle_Clear_8d573d655b10.json,3.0,High Risk,3.2,22.0,180.0,6.0,3.0,-95.0,25.0,20.0,300.0,amphibious_uav,survey,corridor,good,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1690.49,60.0,184.82,1,2.23606797749979,1800000.0,0.5555555555555555,0,56.25,1.0,1.0,1.0,1.0,1.0,1.0
AmphibiousGliderThermalSoaring_Suburban_Crosswind_66f6442e2c8d.json,3.0,High Risk,12.5,22.0,658.8,8.5,4.0,,25.0,15.0,120.0,amphibious_uav,survey,corridor,good,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,690.03,30.0,253.19,1,1.0,60000.0,16.666666666666668,0,52.70399999999999,0.75,1.0,1.0,1.0,1.0,1.0
AmphibiousSwarmForestSurvey_8783956fcbbf.json,2.0,Medium Risk,5.2,18.0,180.0,6.0,3.0,,25.0,15.0,120.0,amphibious_uav,survey,corridor,good,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,362.46,10.0,153.66,1,2.23606797749979,60000.0,16.666666666666668,0,34.61538461538461,0.75,1.0,1.0,1.0,1.0,1.0
AmphibiousSwarmMountainSurvey_a3b459dd498b.json,3.0,High Risk,12.5,22.0,850.0,8.0,4.5,-95.0,50.0,30.0,600.0,amphibious_uav,survey,grid,good,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,3612.48,200.0,180.0,1,2.8284271247461903,4000000.0,0.25,1,68.0,1.0,1.0,1.0,1.0,1.0,1.0
AmphibiousSwarm_ColdRuralSurvey_96f8f4b70f44.json,3.0,High Risk,12.5,22.0,658.8,7.5,4.0,-95.0,25.0,15.0,150.0,amphibious_uav,survey,grid,good,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,2330.39,20.0,324.43,1,2.0,800000.0,1.25,2,52.70399999999999,1.0,1.0,1.0,1.0,1.0,1.0
AmphibiousSwarm_JungleMicroburst_eab7829d341b.json,3.0,High Risk,3.2,18.0,180.0,8.0,4.5,-95.0,15.0,20.0,120.0,amphibious_uav,survey,grid,poor,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,612.25,10.0,332.98,1,1.4142135623730951,60000.0,16.666666666666668,3,56.25,1.0,1.0,1.0,1.0,1.0,1.0
AmphibiousSwarm_JungleSandstorm_Operation_f888baeb37ea.json,3.0,High Risk,8.5,22.0,320.0,9.5,4.8,-85.0,25.0,15.0,120.0,amphibious_uav,survey,corridor,poor,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,895.67,20.0,23.37,1,2.0,800000.0,1.25,3,37.64705882352941,1.0,1.0,1.0,1.0,1.0,1.0
AmphibiousSwarm_UrbanDelivery_HotClimate_a5b016e23a8c.json,3.0,High Risk,3.2,18.0,180.0,8.5,4.2,-85.0,25.0,15.0,120.0,amphibious_uav,delivery,corridor,good,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,240.88,10.0,24.63,1,1.0,60000.0,16.666666666666668,1,56.25,1.0,1.0,1.0,1.0,1.0,1.0
AmphibiousSwarm_VolcanicSurvey_8ba3cb7d02e1a8b2_86fb0aaf24ff.json,3.0,High Risk,7.5,22.0,520.0,8.5,4.2,-75.0,30.0,25.0,250.0,amphibious_uav,survey,corridor,poor,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1812.6,70.0,223.89,1,2.0615528128088303,1000000.0,1.0,3,69.33333333333333,1.0,1.0,1.0,1.0,1.0,1.0
Amphibious_BVLOS_Test_in_Rural_Area_with_Lightning_Risk_6451073733ea.json,3.0,High Risk,12.5,25.0,450.0,8.0,4.5,,25.0,15.0,150.0,amphibious_uav,survey,grid,good,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,983.56,50.0,325.5,1,1.0,200000.0,5.0,1,36.0,0.75,1.0,1.0,1.0,1.0,1.0
Amphibious_Border_Patrol_at_Bridge_Site_under_Crosswind_a06d6f61e805.json,2.0,Medium Risk,8.5,22.0,420.0,8.5,4.2,,25.0,15.0,120.0,amphibious_uav,inspection,corridor,good,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1000.21,10.0,269.98,1,2.0,120000.0,8.333333333333334,0,49.411764705882355,0.75,1.0,1.0,1.0,1.0,1.0
Amphibious_Border_Patrol_at_Industrial_Plant_5b13bff5916d.json,2.0,Medium Risk,8.5,22.0,480.0,8.5,4.2,,25.0,15.0,120.0,amphibious_uav,border_patrol,corridor,good,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,680.0,0.0,270.0,1,2.0,60000.0,16.666666666666668,1,56.470588235294116,0.75,1.0,1.0,1.0,1.0,1.0
Amphibious_Border_Patrol_at_Industrial_Plant_under_Microburst_Risk_c361bead1e18.json,3.0,High Risk,8.5,22.0,420.0,8.5,4.5,-75.0,25.0,15.0,120.0,amphibious_uav,inspection,corridor,good,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,555.62,15.0,248.51,1,1.118033988749895,60000.0,16.666666666666668,1,49.411764705882355,1.0,1.0,1.0,1.0,1.0,1.0
Amphibious_Border_Patrol_in_Cold_Rural_Area_abd9e5a5ce78.json,3.0,High Risk,12.5,22.0,658.8,8.5,4.0,-95.0,25.0,20.0,150.0,amphibious_uav,border_patrol,corridor,good,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,2800.29,20.0,269.99,1,2.23606797749979,800000.0,1.25,1,52.70399999999999,1.0,1.0,1.0,1.0,1.0,1.0
Amphibious_Border_Patrol_in_Dense_Urban_Area_with_Microburst_Risk_28274b46a5de.json,3.0,High Risk,12.5,22.0,850.0,8.5,4.2,-95.0,25.0,15.0,120.0,amphibious_uav,survey,corridor,good,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,810.26,40.0,246.34,1,2.1213203435596424,250000.0,4.0,1,68.0,1.0,1.0,1.0,1.0,1.0,1.0
